,song_name,class,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rms_mean,rms_std,rms_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var
20,Eminem - Not Afraid.mp3,happy,0.329710145,0.36357349,0.303137601,0.469711383,0.442745657,0.411804636,0.626809185,0.544252718,0.502960534,0.707506003,0.446560163,0.328817788,0.054242866,0.04601071,0.00233268,0.52060157,0.121990399,0.065463667,0.741985967,0.541652627,0.455933309,0.247066314,0.172669955,0.046438832,0.788918206,0.646212175,0.538808753,0.824040859,0.248710959,0.161819659,0.350157008,0.492206454,0.451201214,0.787256656,0.393391982,0.304371242,0.329769806,0.3040583,0.1187785,0.600145596,0.341473329,0.205196451,0.870236851,0.628152695,0.485905037,0.694706177,0.124260034,0.02060197,0.398819603,0.336613048,0.137341252,0.098370131,0.173819514,0.056084062
21,Eminem - Venom.mp3,relax,0.513157895,0.592347158,0.444650499,0.903792224,0.213088119,0.19205947,0.809065729,0.067021531,0.05661202,0.903980451,0.182260392,0.111255262,0.099094227,0.122689438,0.015581628,0.617426338,0.411931321,0.284086926,0.752960025,0.184412017,0.132481449,0.24526465,0.415937693,0.201274139,0.412218176,0.59170326,0.478207412,0.623262791,0.229978863,0.147628619,0.27082394,0.698747988,0.66421331,0.460612397,0.327758682,0.24556528,0.271100302,0.366748997,0.163399467,0.29491915,0.116552902,0.054151312,0.413716475,0.650493898,0.51203743,0.875504227,0.252059647,0.072476021,0.456296638,0.29978838,0.112464962,0.262397411,0.61179642,0.417081039
22,End Game.mp3,happy,0.7109375,0.819370638,0.323915534,0.654947495,0.572631519,0.541940992,0.115508813,0.737272293,0.705026232,0.26520251,0.834727149,0.769002473,0.530772337,0.467227604,0.219524846,0.754258611,0.084906979,0.043901926,0.720063416,0.418277331,0.334264901,0.751555193,0.654386738,0.454540549,0.613397823,0.318315478,0.216376262,0.847409862,0.131327027,0.078277106,0.473682328,0.671701406,0.635522939,0.739085142,0.097360211,0.064576846,0.751092546,0.768076044,0.61210349,0.580786677,0.86963238,0.800925937,0.299850226,0.297917352,0.170537923,0.693347425,0.672763219,0.463052431,0.331114739,0.662083825,0.462433527,0.077948599,0.176980419,0.057562588
23,Fire on Fire.mp3,sad,0.329710145,0.358160608,0.253264339,0.096010145,0.516797025,0.485480267,0.093328391,0.633473494,0.594821125,0.286774961,0.819574496,0.749126482,0.095221076,0.075726639,0.006078467,0.326105523,0.345698633,0.226326133,0.83160002,0.320838123,0.245602759,0.2887178,0.299841799,0.114335247,0.35873423,0.621727049,0.511241583,0.561083379,0.40221342,0.290404349,0.744615953,0.046738846,0.039429227,0.429351882,0.440198947,0.348272545,0.287417046,0.322125363,0.130932068,0.210767657,0.810828313,0.717872391,0.350351794,0.556872819,0.406593345,0.694473911,0.287788104,0.092543733,0.403422393,0.185856593,0.050827649,0.031094671,0.044358853,0.009604521
24,Friction - Imagine Dragons (Audio).mp3,sad,0.513157895,0.44730732,0.188636656,0.395470688,0.482230366,0.450917736,0.289329142,0.530505143,0.489041737,0.520566328,0.633813464,0.523241194,0.110535281,0.09486633,0.009421572,0.377398837,0.412234627,0.284362092,0.765132133,0.349151061,0.270689593,0.286317892,0.382356716,0.173678387,0.138355888,0.174576218,0.106880351,0.192967032,0.356795557,0.250076299,0.636401145,0.508090898,0.467086433,0.126590373,0.090038223,0.059474405,0.33853539,0.447718325,0.231215357,0.866743689,0.400050735,0.254598091,0.265811564,0.131681643,0.062047943,0.695051566,0.267851099,0.081045754,0.408477174,0.27298768,0.095881879,0.053982199,0.08257881,0.02046743
25,Gaali Vaaluga.mp3,relax,0.329710145,0.332422953,0.274217668,0.163644747,0.508552974,0.477209878,0.227522482,0.646366425,0.60831437,0.465710268,0.68139254,0.577965115,0.280601363,0.169154625,0.029303912,0.552308529,0.17930419,0.101643453,0.880454404,0.214771492,0.156542958,0.529848221,0.489016979,0.268215848,0.297676615,0,0,0.683856658,0,0,1,0.569384618,0.529159239,0.454266426,0.011388946,0.007188779,0.56382372,0.600555297,0.39051239,0.61874029,0.671053961,0.537279218,0.227932776,0.035706587,0.014737825,0.69572879,0.473001602,0.235553689,0.418587333,0.380861635,0.170433915,0,0,0
26,Hope.mp3,happy,0.26,0.270072478,0.253281408,0.177165188,0.643036005,0.614249647,0.330340265,0.765616039,0.735742854,0.486946377,0.663303445,0.55690548,0.418885439,0.411144428,0.170229453,0.385074459,0.240643134,0.144205102,0.541432615,0.773193087,0.712643999,0.654914721,0.571524258,0.355136952,0.356225034,0.522900976,0.405700849,0.811720041,0.400510197,0.288857376,0.654505166,0.460293417,0.419536873,0.512492659,0.664941178,0.581829541,0.606602985,0.638586679,0.436507132,0.295079465,0.700877945,0.573825552,0.188639847,0.389585775,0.244760956,0.694994956,0.541422015,0.304914138,0.459750118,0.591860847,0.376297036,0.123145686,0.239426302,0.090130721
27,Imagine Dragons - Bad Liar (Lyric Video).mp3,sad,0.149425287,0.109076281,0.701088499,0.110120216,0.777516245,0.755822603,0.136951985,0.773950082,0.744825522,0.259554857,0.838646384,0.774179011,0.244670534,0.266949551,0.072223669,0.358637406,0.45754778,0.326561221,0.664821984,0.266104077,0.19867475,0.478836603,0.469433866,0.249351713,0.020256464,0.46945173,0.352443625,0.24637708,0.530250157,0.414419966,0.881106594,0.394983401,0.355777538,0.053114442,0.4195027,0.328659481,0.374639635,0.42921152,0.214702815,0.570768564,0.837548251,0.755091494,0.026846047,0.099076712,0.044717312,0.693185518,0.42456855,0.191846313,0.401234822,0.455797369,0.234446909,0.187569838,0.14998724,0.045463835
28,Imagine Dragons - Demons (Official).mp3,sad,0.149425287,0.176712609,0.309926254,0.267870064,0.610047841,0.580214317,0.319299138,0.903243028,0.888694102,0.377656545,0.752360254,0.663597946,0.026108467,0.023886584,0.000685144,0.145458802,0.461458128,0.330304421,0.884810521,0.136532458,0.095827735,0.136140748,0.141352289,0.034104405,0.312143503,0.170935699,0.104359179,0.449579826,0.100512633,0.058469987,0.693845507,0.282426938,0.24917805,0.29529683,0.061624376,0.040052555,0.163240112,0.184372382,0.052702593,0.531475316,0.758052156,0.646901287,0.413672936,0.17630172,0.087863505,0.704814408,0.138347297,0.024794094,0.391289279,0.078806622,0.014023556,0.396216237,0.324706755,0.14493663
29,Imagine Dragons - Machine (Lyrics).mp3,angry,0.7109375,0.810443264,0.310541699,0.761026673,0.267358866,0.242794207,0.229398867,0.562780992,0.521818931,0.371709469,0.75693557,0.669283391,0.741262306,0.546060181,0.299399788,0.956631502,0.089380826,0.046426188,0.812054453,0.580416527,0.49633098,0.947153822,0.586649191,0.372375829,0.307205304,0.343484885,0.237546716,0.495545035,0.126112618,0.074863271,0.361729079,0.799879233,0.773617616,0.353246179,0.103911182,0.069175895,1,0.946013104,0.901294951,0.355985332,0.348554449,0.210947371,0.228453501,0.424238952,0.275485148,0.691971921,0.861073693,0.747121834,0.390042364,0.590282062,0.374461624,0.059607752,0.059276042,0.013559308
30,Imagine Dragons - Whatever It Takes.mp3,angry,0.513157895,0.550857804,0.267048692,0.328752289,0.550300592,0.519265704,0.022739193,0.647174355,0.609162005,0.152801755,0.909236803,0.869920816,0.338475592,0.234325019,0.055789873,0.705965489,0.098088966,0.051400176,0.664842483,0.120360329,0.083804971,0.621705846,0.466017295,0.246130028,0.519646253,0.291863203,0.194768261,0.747549156,0.26852265,0.177183676,0.715998411,0.62155627,0.582965216,0.644585935,0.270042031,0.196508272,0.724635071,0.742416588,0.574974778,0.007059069,0.832178236,0.747541938,0.321382793,0.107013519,0.048816761,0.695666635,0.569482119,0.335938624,0.393414278,0.401035909,0.186681697,0.311062305,0.483490012,0.278751274
31,In The Name Of Love(mp3rule.com).mp3,happy,0.513157895,0.538846428,0.261375432,0.136639057,0.518236406,0.486925805,0.121425491,0.807621324,0.781756668,0.260207169,0.838194704,0.773581684,0.406832022,0.34106345,0.117428642,0.575452918,0.131638982,0.071311712,0.831639346,0.283191246,0.213102847,0.660421939,0.567131448,0.350205937,0.495038383,0.363786825,0.25505674,0.723738498,0.4585885,0.343130253,0.950724206,0.355082985,0.317513212,0.584139668,0.354257036,0.268920361,0.686877634,0.690792066,0.503768506,0.881072492,0.864867422,0.79403997,0.432436433,0.277417505,0.155339744,0.697885649,0.611551175,0.38526238,0.384472684,0.435942256,0.216509967,0.180903942,0.189945838,0.063798634
32,Justin Bieber - Love Yourself  (PURPOSE _ The Movement).mp3,sad,0.229166667,0.281215817,0.321791896,0.207520312,0.672266871,0.644636366,0.219188089,0.84153387,0.819333871,0.46271751,0.683909639,0.580920276,0.225034268,0.159118371,0.02597615,0.19877963,0.36755375,0.244873885,0.72593205,0.666923721,0.590225881,0.43482283,0.504682225,0.283793866,0.390428468,0.59987019,0.487109354,0.740123169,0.410960824,0.298391794,0.785012983,0.515064876,0.474086905,0.480365486,0.644390658,0.558907619,0.373495401,0.425688867,0.211627705,0.329259215,0.790149126,0.689661667,0.3608969,0.612867853,0.468376673,0.692683662,0.462855868,0.226027858,0.395037173,0.294810988,0.10928824,0.145224059,0.237254688,0.088890822
33,"KSI - Down Like That feat. Rick Ross, Lil Baby & S-X.mp3",angry,0.571759259,0.623060149,0.299603805,0.49890497,0.545341485,0.514247107,0.540502225,0.571595962,0.530831094,0.684067996,0.472612301,0.353866732,0.794859763,0.649402302,0.422842153,0.820100693,0.048396027,0.024091067,0,0.320912526,0.245667876,0.93483454,0.778169198,0.625635191,0.484714879,0.40789356,0.294432527,0.703633442,0.146583666,0.088410748,0.662700986,0.536302185,0.495503188,0.578859017,0.206309367,0.145225327,0.949694992,0.927609567,0.868813977,0.384647152,0.278516877,0.156738631,0.314735284,0.374163366,0.231557463,0.683143072,0.764457343,0.592935594,0.326992552,0.940591403,0.890726204,0.168959273,0.253873468,0.098576281
34,"Kygo, Ellie Goulding - First Time.mp3",sad,0.794444444,0.935638219,0.672249451,0.079321323,0.590781028,0.560462532,0.124033975,0.690974629,0.655427712,0.339939511,0.780945051,0.699445363,0.120228565,0.09683378,0.009806547,0.262249508,0.342957586,0.22403544,0.622566618,0.464466827,0.378584436,0.34846171,0.318865093,0.126949186,0.601081517,1,1,0.720633708,0.574524716,0.460851702,0.711300665,0,0,0.618192609,0.749149297,0.679045547,0.326361393,0.364080622,0.161359979,0.760124566,0.802386473,0.706293355,0.610383142,1,1,0.693257395,0.311126813,0.106965637,0.394206756,0.300877442,0.113165933,0.185758872,0.310595654,0.135044705
35,Look_What_You_Made_Me_Do_(Taylor_Swift)(www.englishsong.in).mp3,sad,0.460416667,0.476898214,0.278280539,0.410079396,0.720783683,0.695544775,0.416115529,0.982123716,0.979200748,0.480303471,0.669005446,0.563510198,0.178898993,0.182611084,0.034080298,0.58809718,0.299575728,0.18883774,0.803196525,0.763746042,0.701445616,0.406273271,0.40183341,0.189440945,0.435207394,0.491992111,0.374575729,0.621712361,0.392065858,0.281227552,0.588237801,0.594198698,0.55463927,0.480300921,0.355317224,0.269865687,0.367551959,0.375928627,0.170510857,0.622103309,0.635676484,0.49532553,0.394092651,0.382947525,0.23904228,0.701634174,0.363021302,0.142752252,0.379098352,0.437348867,0.217757547,0.3141448,0.532356111,0.328252214
36,Lover Also Fighter Also-Naasongs.Audio.mp3,happy,0.229166667,0.222549206,0.288744711,0.653970489,0.793962893,0.773447869,0.744528665,0.205645829,0.178451535,0.810248488,0.320489009,0.216738074,0.289851017,0.270941327,0.074379879,0.775654935,0.266648045,0.163448043,0.760034021,1,1,0.523591423,0.535003189,0.315178113,0.232717027,0.398640425,0.286020387,0.573880589,0.370430562,0.261981757,0.4982051,0.677978102,0.642159721,0.351942468,0.350006001,0.265138309,0.525203584,0.596948193,0.386281506,0.41864511,0,0,0.113112156,0.229759859,0.121985472,0.695438164,0.403700022,0.174391574,0.432517195,0.573153813,0.354835308,0.197241167,0.157751205,0.048821363
37,Marshmello ft. Bastille - Happier (Official Music Video).mp3,happy,0.229166667,0.264271449,0.302911772,0.328099651,0.469494778,0.438259417,0.250954325,0.775061153,0.746037985,0.322363192,0.793924728,0.715979846,0.472879574,0.365591961,0.134797211,0.539591971,0.092983924,0.048474512,0.87201134,0.302570248,0.229710197,0.745083134,0.56493633,0.347754641,0.520256766,0.49329796,0.375872553,0.712822901,0.454163389,0.33888468,0.822697112,0.595329788,0.55580553,0.596791877,0.38167746,0.293639668,0.87214486,0.872206479,0.77461172,0.402123927,0.825322473,0.737954406,0.440506792,0.377800476,0.234645176,0.696512334,0.629169048,0.406920049,0.40860939,0.64971884,0.446628063,0.228567025,0.365514411,0.175380292
38,Martin Garrix & David Guetta - So Far Away (feat. Jamie Scott & Romy Dya) (Official Video).mp3,sad,0.637254902,0.715163833,0.317414987,0.207048981,0.509086314,0.477744433,0.121031245,0.736433108,0.70412071,0.245272702,0.84847107,0.787219816,0.240476895,0.197234062,0.039679326,0.659107157,0.300189688,0.189322013,0.812814319,0.288701531,0.217798591,0.497805581,0.387334539,0.177643212,0.125790858,0.367042406,0.257900645,0.438172356,0.596804826,0.484906916,0.966301112,0.593809646,0.554238217,0.241648487,0.41296355,0.322529009,0.476332617,0.465312173,0.247469448,0.086166169,0.994087143,0.990524979,0.103749565,0.059501547,0.025421389,0.692703215,0.428219862,0.19498561,0.45613936,0.403830889,0.188989968,0.075790853,0.126355003,0.035852367
39,Martin Garrix & Justin Mylo - Burn Out (Official Video) feat. Dewain Whitmore.mp3,sad,0.460416667,0.527837176,0.306716131,0.220215967,0.612204321,0.582431098,0.351469253,0.654172827,0.616511389,0.496734835,0.65482763,0.547145059,0.061363928,0.03559843,0.001435953,0.550453577,0.162987031,0.090990067,0.232791906,0.063508131,0.04297302,0.262629334,0.129375617,0.029845586,0.629428229,0.340036387,0.234610932,0.851072989,0.137506014,0.082355179,0.662651259,0.438817314,0.398416242,0.776464409,0.263806013,0.19135666,0.302765896,0.251853301,0.086872745,0.669493199,0.490876983,0.339420656,0.499811912,0.271004255,0.150690201,0.682418565,0.231255279,0.06191111,0.277516998,0.14171254,0.033172741,0.188571649,0.322271509,0.143206204
40,MAX - Lights Down Low (Not Your Dope remix).mp3,happy,0.7109375,0.753738558,0.523536965,0.307013835,0.577448322,0.546848433,0.03458891,0.750994999,0.719864274,0.158157101,0.870040338,0.816172399,0.414987834,0.271463072,0.074664043,0.658164488,0.191252907,0.109622939,0.767251273,0.409674459,0.326173089,0.689789293,0.537471576,0.317804601,0.455447624,0.549090551,0.432776172,0.675355008,0.596549952,0.484629125,0.603649771,0.729982894,0.697645216,0.595536589,0.464389857,0.371602443,0.797673741,0.827225061,0.702083151,0.417660889,0.927253266,0.886373924,0.311445489,0.361314074,0.220778109,0.698190663,0.637839998,0.417796443,0.419051683,0.469033749,0.246795417,0.222671753,0.109706312,0.029630988
41,Mia - Bad Bunny feat Drake 320Kbps-(Dj-Music.in).mp3,happy,0.460416667,0.483397907,0.308130721,0.69245594,0.58626119,0.555842093,0.160774253,0.58533043,0.544924182,0.332613581,0.786380752,0.70635023,0.812503555,0.761810832,0.58124743,1,0.144792119,0.079442142,0.305162791,0.789188748,0.731745634,0.959944639,0.698371865,0.512236211,0.358790305,0.519549346,0.40228238,0.760194347,0.500647324,0.384391799,0.771454145,0.695412086,0.660661689,0.609399386,0.537945389,0.445222052,0.774206857,0.805348297,0.668089463,0.16272139,0.515328007,0.363963625,0.027547893,0.227513404,0.120481513,0.696424429,0.899007052,0.812520097,0.403859182,0.684208731,0.491395565,0.089662081,0.171411922,0.054968893
42,Mike Posner - Move On.mp3,sad,0.26,0.313460222,0.333245246,0.303297971,0.493561253,0.462214261,0.266111821,0.742544337,0.710719146,0.370726769,0.757689098,0.670221664,0.075722251,0.06243071,0.004185227,0.344074944,0.410773474,0.283037385,0.900702831,0.463639378,0.377777532,0.255373999,0.238490716,0.07801196,0,0.166889834,0.101571904,0.134482198,0.285663571,0.190771051,0.831418345,0.561114489,0.520712048,0.020685554,0,0,0.277468168,0.292651526,0.111399627,0.473579458,0.791452057,0.691423837,0.151933124,0.129298845,0.060737548,0.694821159,0.219650337,0.056376129,0.445610668,0.237034793,0.075649184,0.041112781,0.093617034,0.024050494
43,Nannaku Prematho Title Song - Dedicated To Sri Satyamurthy Garu - DSP And Sa.mp3,sad,0.10483871,0.115731233,0.343443958,0,0.475075716,0.443801537,0.051943619,0.7594423,0.729029434,0.1027428,0.940217059,0.913438464,0.173656042,0.148167987,0.022573972,0.449855655,0.278681099,0.172593732,0.818607694,0.171623121,0.122536068,0.407142505,0.366724384,0.161512072,0.195300029,0.180580395,0.111065631,0.482797663,0.489126465,0.372925726,0.853820936,0.180074545,0.155851341,0.307217719,0.208655733,0.147059616,0.400783983,0.393210008,0.184299001,0.831322894,0.947485186,0.917331092,0.155296064,0,0,0.693753677,0.410998005,0.180401381,0.400341086,0.228408361,0.071137782,0.182291065,0.169096693,0.053905469
44,"Nick Jonas, Robin Schulz - Right Now.mp3",happy,0.26,0.29814607,0.297830422,0.563643237,0.586413459,0.555997879,0.752724694,0.459109903,0.417770145,0.809963071,0.320870717,0.217054563,0.711539945,0.713942963,0.510718099,0.911920777,0.167971593,0.094214648,0.784574056,0.751337743,0.686830525,0.87555984,0.718788192,0.540178403,0.333155807,0.541559003,0.424923886,0.737630179,0.553619933,0.438701199,0.677115652,0.758075208,0.727986915,0.531747855,0.548873284,0.45650387,0.787158724,0.7817307,0.632331534,0.201826285,0.247638206,0.134727168,0.1057628,0.372398706,0.230065166,0.693292886,0.678134808,0.470219473,0.277826195,0.858043693,0.749348041,0.058182098,0.057421397,0.01304775
45,No Place - Backstreet Boy.mp3,sad,0.174107143,0.209359276,0.300851764,0.214069756,0.572979904,0.542295524,0.094983194,0.735100226,0.702683325,0.289180647,0.817866546,0.746899853,0.271523992,0.152259143,0.02381713,0.556223376,0.20537685,0.119249384,0.760493706,0.731893128,0.664141599,0.558651681,0.374871615,0.167799019,0.408062649,0.506020885,0.388591408,0.673184393,0.566282316,0.452069602,0.91915882,0.306069864,0.271224806,0.573280374,0.483977583,0.390812888,0.58891231,0.592271176,0.380829611,0.680321908,0.931739782,0.893196,0.316819923,0.364421857,0.223366811,0.695341714,0.477439538,0.239782135,0.406739495,0.449332112,0.228529002,0.064192964,0.12351326,0.034758281
46,"Post Malone, Swae Lee - Sunflower (Spider-Man  Into the Spider-Verse).mp3",happy,0.149425287,0.096641472,0.211149783,0.318053726,0.538985649,0.507824258,0.532780918,0.727370785,0.694358703,0.628011428,0.531620562,0.412993988,0.46146793,0.425710676,0.182430979,0.716109582,0.186445499,0.106394378,0.682926948,0.985692579,0.980823127,0.717759977,0.636650474,0.432243092,0.395696713,0.455376726,0.338865674,0.612932881,0.238329035,0.153914219,0.713556139,1,1,0.44982015,0.246715122,0.177386499,0.77852692,0.789640696,0.644198777,0.527771627,0.508979301,0.357521398,0.416529084,0.464427105,0.312948462,0.679407479,0.46610327,0.229055517,0.372460722,0.997334173,0.994961706,0.047277771,0.028840058,0.005877478
47,Rain Man feat. Oly - Bring Back The Summer (Not Your Dope Remix).mp3,happy,0.229166667,0.26110276,0.31712872,0.247547467,0.448117724,0.417103381,0.221422509,0.615002353,0.575585756,0.409103091,0.727725219,0.633328426,0.346286417,0.248479546,0.06265971,0.670500654,0,0,0.84183753,0.116723972,0.081126454,0.670244833,0.388122554,0.178274851,0.80171644,0.325625418,0.222463456,0.837941853,0.309994654,0.210527205,0.699637275,0.937911616,0.928357794,0.876795552,0.202701191,0.142412623,0.83317008,0.767332708,0.611011683,0.461371643,0.670037425,0.536052554,0.719230233,0.260278042,0.143025762,0.728116018,0.566200316,0.332232674,0.52703519,0.49993314,0.276839111,0.037413786,0.088018769,0.022208301
48,Rita Ora - Let You Love Me [Official Video].mp3,happy,0.460416667,0.51544471,0.317445095,0.269500895,0.575688061,0.545054549,0.265971547,0.744787988,0.713145018,0.499505513,0.652412317,0.54437621,0.343890585,0.288451316,0.084212753,0.706359705,0.097952116,0.051321389,0.759775125,0.558768099,0.473642187,0.630108943,0.473925914,0.253618936,0.647971053,0.71467519,0.618878977,0.837497093,0.447004284,0.332054602,0.747268521,0.393222627,0.354077946,0.743442021,0.518694935,0.425564852,0.626320829,0.615553891,0.408349048,0.445283685,0.710075176,0.585313341,0.466149425,0.53784499,0.386467936,0.693110256,0.543880257,0.307572132,0.389191315,0.558051663,0.33796493,0.017917004,0.040327701,0.008598421
49,River (feat. Ed Sheeran).mp3,happy,0.412698413,0.468867106,0.297410244,0.438591089,0.604000131,0.574004421,0.449020568,0.779878485,0.751300298,0.659273152,0.499258511,0.380155854,0.238932112,0.220109712,0.049291836,0.59823472,0.169350463,0.095111306,0.833496342,0.83733333,0.790304873,0.509346047,0.459954074,0.240463432,0.718589278,0.780845235,0.700452651,0.782845424,0.210804541,0.133440551,0.637209415,0.69593155,0.661214504,0.729407879,0.371712879,0.284591786,0.603776335,0.674858491,0.482733666,0.310080785,0.601653857,0.456409476,0.656346221,0.774020857,0.667499602,0.691868874,0.329232085,0.118868338,0.39581713,0.641142848,0.435826115,0.027010365,0.051891678,0.01155599
50,Sia - Move Your Body (Alan Walker Remix) [Audio].mp3,sad,0.460416667,0.518302881,0.431246116,0.325591117,0.448380408,0.417362635,0.430496161,0.539417911,0.498058159,0.546129877,0.610648536,0.497378373,0.19845515,0.223452504,0.05078371,0.691682317,0.115316097,0.061475875,0.76340578,0.032602099,0.021712405,0.46387922,0.390284178,0.180013219,0.621958154,0.244605284,0.157801256,0.830830402,0.176256174,0.108739532,0.547200037,0.32663827,0.290553796,0.680582026,0.107347432,0.071601085,0.565940722,0.518615414,0.300022564,0.2193836,0.392372796,0.247886014,0.609961686,0.384395768,0.240285325,0.694654533,0.416400023,0.184915222,0.404935876,0.350800238,0.147570985,0.19377336,0.135086596,0.039296926
51,Taylor Swift - Blank Space (1).mp3,happy,0.200617284,0.20347356,0.356806712,0.30760957,0.80198452,0.782068945,0.873710095,0.62551821,0.586522844,0.869929261,0.235774125,0.149932037,0.216190002,0.258823029,0.067932038,0.434075575,0.257217514,0.156387223,0.860798217,0.970168107,0.960175198,0.438524432,0.515843717,0.295157831,0.834585945,0.630661023,0.521234845,0.840050279,0.209827499,0.132726743,0.649441107,0.776064801,0.747552962,0.846210484,0.289273079,0.212577852,0.428285429,0.495813401,0.276932479,0.387831868,0.239621506,0.129201533,0.789228492,0.711316853,0.58626222,0.702594863,0.264512145,0.07919416,0.364911297,0.776655181,0.621861893,0.226910184,0.182215641,0.060047422
52,Taylor Swift - Wildest Dreams (R3hab Remix).mp3,angry,0.460416667,0.536439918,0.305919925,0.26791908,0.489243909,0.457906397,0.187755389,0.622058967,0.582920787,0.294253371,0.81425296,0.74219804,0.440629897,0.240985437,0.05897281,0.71726476,0.001765297,0.00083531,0.927783512,0.050767802,0.034128901,0.733857123,0.455691714,0.236518758,0.679642862,0.315351906,0.213922714,0.989238126,0.144298261,0.086878969,0.553500663,0.197579317,0.171568831,0.855531399,0.265295574,0.192584558,0.894754449,0.862016779,0.757871317,0.25456664,0.788875371,0.687940945,0.52028039,0.333885334,0.198440765,0.757074962,0.632931121,0.411621384,1,0.444366768,0.22403468,0.082803529,0.176127786,0.057162152
53,The Chainsmokers & Coldplay - Something Just Like This (Lyric).mp3,sad,0.26,0.289275154,0.298124025,0.350184014,0.482019502,0.450708126,0.023554261,0.679474738,0.643218697,0.109318449,0.936219862,0.907772257,0.256999464,0.193982315,0.03839746,0.742384654,0.202157882,0.117036923,0.876947081,0.240942369,0.177795582,0.512319595,0.428064717,0.211729527,0.42484169,0.601090422,0.488444786,0.766371885,0.235818139,0.152017321,0.793142303,0.588855249,0.549135346,0.618752584,0.348543017,0.263839844,0.478366881,0.460402712,0.242879313,0.564252803,1,1,0.204804946,0.451616299,0.300792665,0,0.521385707,0.283679127,0.205261277,0.248211741,0.081691962,0.170577583,0.224449397,0.081736779
54,The Chainsmokers - Beach House (Lyrics).mp3,happy,0.149425287,0.133219006,0.26463818,0.235147517,0.494782196,0.463433306,0.418314902,0.669395446,0.632554165,0.590068417,0.569210293,0.452389417,0.469817688,0.463141462,0.215721827,0.47253211,0.021710109,0.010501318,0.814663144,0.111611009,0.077375738,0.739027876,0.582463284,0.36756441,0.642637241,0.398625786,0.286007143,0.739513986,0.372100101,0.263451404,0.731251468,0.365591763,0.32754041,0.722295823,0.353107321,0.267896154,0.867980761,0.811535041,0.677617878,0.728717297,0.486320767,0.334927402,0.626523859,0.351371701,0.212575387,0.692783956,0.595359569,0.365879448,0.40382391,0.726150949,0.548696892,0.13166108,0.245341785,0.093547432
55,The Chainsmokers - This Feeling (Lyric Video) ft. Kelsea Ballerini.mp3,sad,0.26,0.295746618,0.292281555,0.264341444,0.505258064,0.473909277,0.342912448,0.660691718,0.62337197,0.450065644,0.694465073,0.593378455,0.109090089,0.1620142,0.026915755,0.592269362,0.205957151,0.11964943,0.799997315,0.334672961,0.257791978,0.325307448,0.277930025,0.100598638,0.585483796,0.572903206,0.457953553,0.845335726,0.542422388,0.427003551,0.918184283,0.589359656,0.549654501,0.739832603,0.517304203,0.424155444,0.343440949,0.323592615,0.131944173,0,0.555124636,0.40545942,0.488592825,0.366493352,0.225098846,0.692831878,0.278675972,0.087194673,0.408869086,0.277138037,0.098366039,0.061842562,0.102032892,0.026916552
56,The_Chainsmokers_-_This_Feeling_ft_Kelsea_Ballerini.mp3,happy,0.26,0.292860218,0.285606595,0.279884672,0.504838726,0.473489389,0.348734032,0.650602007,0.612759331,0.455718132,0.689766202,0.587819445,0.190301896,0.263735183,0.070510443,0.664725873,0.131933969,0.071492055,0.805120514,0.302688715,0.2298125,0.440271531,0.39013173,0.179890341,0.651111789,0.594477275,0.481224056,0.891169737,0.518952261,0.402863572,0.830664818,0.388525945,0.349549436,0.809320419,0.516030707,0.422866111,0.47570264,0.46409864,0.246330919,0.00229857,0.544955401,0.394673408,0.547568791,0.417884212,0.269741395,0.69150947,0.380586593,0.15602755,0.397452447,0.379121659,0.169066644,0.060648095,0.111521357,0.030287172
